FID,VALID,MAG,WFO,TYPECODE,TYPETEXT,CITY,COUNTY,SOURCE,REMARK,POINT_X,POINT_Y,lon,lat,long
233,201104272014,0.000000000000000,JAN,T,TORNADO,6 Nw Crystal Springs,Copiah,emergency mngr,*** 1 inj *** at least 3 homes damaged...two reported as destroyed near the hinds county line.,-90.430000000000007,32.049999999999997,-90.4300003,32.0499992,-90.4300003
234,201104272014,0.000000000000000,BMX,T,TORNADO,Hamilton,Marion,emergency mngr,tornado reported on the groud just west of the marion county airport in hamilton.,-87.980000000000004,34.140000000000001,-87.9800034,34.1399994,-87.9800034
235,201104272015,0.000000000000000,JAN,T,TORNADO,5 Ssw Kilmichael,Montgomery,public,heavy tree and powerline damage reported near poplar creek...kilmichael areas...likely tornado based on radar...reported via nws jan facebook pa,-89.590000000000003,33.369999999999997,-89.5899963,33.3699989,-89.5899963
236,201104272015,0.000000000000000,MEG,T,TORNADO,Baldwyn,Lee,public,moving toward wheeler,-88.629999999999995,34.500000000000000,-88.6299973,34.5000000,-88.6299973
237,201104272016,0.000000000000000,HUN,T,TORNADO,Hulaco,Morgan,emergency mngr,tornado on ground,-86.599999999999994,34.310000000000002,-86.5999985,34.3100014,-86.5999985
238,201104272017,0.000000000000000,MEG,T,TORNADO,4 Se Houston,Chickasaw,storm chaser,large tornado reported by chasers,-88.950000000000003,33.859999999999999,-88.9499969,33.8600006,-88.9499969
239,201104272018,1.000000000000000,JAN,T,TORNADO,3 Ne Macon,Noxubee,nws storm survey,this tornado touched down along macedonia cemetary rd an tracked 9 mi to near the intersection of hwy 792 and hwy 388. many trees were snapped/u,-88.519999999999996,33.149999999999999,-88.5199966,33.1500015,-88.5199966
240,201104272020,0.000000000000000,JAN,T,TORNADO,3 Sw Terry,Hinds,trained spotter,spotter reported tornado crossing midway rd,-90.329999999999998,32.070000000000000,-90.3300018,32.0699997,-90.3300018
241,201104272023,0.000000000000000,JAN,T,TORNADO,8 Ne Macon,Noxubee,emergency mngr,two barns destroyed along with trees down along deerbrook rd.,-88.459999999999994,33.200000000000003,-88.4599991,33.2000008,-88.4599991
242,201104272023,0.000000000000000,MEG,T,TORNADO,9 E Jonesboro,Craighead,law enforcement,tornado on the ground between black oak and monnet,-90.530000000000001,35.820000000000000,-90.5299988,35.8199997,-90.5299988
243,201104272023,0.000000000000000,HUN,T,TORNADO,Joppa,Cullman,emergency mngr,tornado on the ground,-86.560000000000002,34.299999999999997,-86.5599976,34.2999992,-86.5599976
244,201104272024,0.000000000000000,HUN,T,TORNADO,3 Nnw Arab,Marshall,emergency mngr,tornado on the ground,-86.510000000000005,34.359999999999999,-86.5100021,34.3600006,-86.5100021
245,201104272025,0.000000000000000,HUN,T,TORNADO,Hulaco,Morgan,trained spotter,structural damage on hwy 67,-86.599999999999994,34.310000000000002,-86.5999985,34.3100014,-86.5999985
246,201104272027,3.000000000000000,JAN,T,TORNADO,4 S Polkville,Smith,nws storm survey,tornado rated ef3 with maximum wind speed of 130 mph...path length of 8.2 miles and path width of one quarter mile moving from 3.6 miles south o,-89.689999999999998,32.130000000000003,-89.6900024,32.1300011,-89.6900024
247,201104272028,0.000000000000000,MEG,T,TORNADO,3 S Okolona,Chickasaw,fire dept/rescue,tornado on the ground south of okolona,-88.750000000000000,33.960000000000001,-88.7500000,33.9599991,-88.7500000
248,201104272028,0.000000000000000,BMX,T,TORNADO,Hackleburg,Marion,emergency mngr,tornado on ground just moved through downtown hacleburg. in now north of 345.,-87.829999999999998,34.270000000000003,-87.8300018,34.2700005,-87.8300018
249,201104272030,0.000000000000000,HUN,T,TORNADO,Phil Campbell,Franklin,emergency mngr,tornado on ground on highway 243 in phil campbell.,-87.709999999999994,34.350000000000001,-87.7099991,34.3499985,-87.7099991
250,201104272031,0.000000000000000,MEG,T,TORNADO,3 S Leachville,Mississippi,trained spotter,tornado on the ground,-90.260000000000005,35.880000000000003,-90.2600021,35.8800011,-90.2600021
251,201104272032,0.000000000000000,MEG,T,TORNADO,New Wren,Monroe,emergency mngr,*** 4 fatal *** emergency manager reports 4 preliminary fatalities and significant damage. additional injuries unknown.,-88.620000000000005,33.969999999999999,-88.6200027,33.9700012,-88.6200027
252,201104272035,0.000000000000000,HUN,T,TORNADO,Arab,Marshall,emergency mngr,numerous structures damaged along hwy69 arab to marshall medical north. possible injuries,-86.500000000000000,34.320000000000000,-86.5000000,34.3199997,-86.5000000
253,201104272040,0.000000000000000,HUN,T,TORNADO,New Hope,Madison,emergency mngr,debris falling out of sky. location was maple road and butler mill road.,-86.420000000000002,34.539999999999999,-86.4199982,34.5400009,-86.4199982
254,201104272043,0.000000000000000,HUN,T,TORNADO,Union Grove,Marshall,trained spotter,power lines down and debris blocking roads.,-86.450000000000003,34.399999999999999,-86.4499969,34.4000015,-86.4499969
255,201104272044,0.000000000000000,MEG,T,TORNADO,Smithville,Monroe,amateur radio,"amateur radio coordinator for northeast mississippi reports major damage in smithville, ms. reports indicate that 7 homes have been destroyed an",-88.400000000000006,34.070000000000000,-88.4000015,34.0699997,-88.4000015
256,201104272044,4.000000000000000,MEG,T,TORNADO,Smithville,Monroe,nws storm survey,"*** 13 fatal, 40 inj *** dozens of newly constructed two story fully brick homes leveled. trees debarked. professional buildings destroyed. esti",-88.400000000000006,34.070000000000000,-88.4000015,34.0699997,-88.4000015
257,201104272044,5.000000000000000,MEG,T,TORNADO,Smithville,Monroe,nws storm survey,"*** 14 fatal, 40 inj *** dozens of newly constructed two story fully brick homes leveled. trees debarked. professional buildings destroyed. esti",-88.400000000000006,34.070000000000000,-88.4000015,34.0699997,-88.4000015
258,201104272045,0.000000000000000,JAN,T,TORNADO,6 Ene Scooba,Kemper,emergency mngr,extensive damage on sunflower and binnsville roads,-88.390000000000001,32.869999999999997,-88.3899994,32.8699989,-88.3899994
259,201104272046,0.000000000000000,HUN,T,TORNADO,Mt Hope,Lawrence,broadcast media,tornado on ground with debris and roaring sound.,-87.480000000000004,34.460000000000001,-87.4800034,34.4599991,-87.4800034
260,201104272047,2.000000000000000,JAN,T,TORNADO,2 Ene Scooba,Kemper,nws storm survey,tornado rated high-end ef2 with 135 mph winds...path length of 7 miles and path width of one half mile moving from 2 ne of scooba to 9 miles ne,-88.450000000000003,32.840000000000003,-88.4499969,32.8400002,-88.4499969
261,201104272048,0.000000000000000,HUN,T,TORNADO,Mt Hope,Lawrence,emergency mngr,tornado on ground.,-87.480000000000004,34.460000000000001,-87.4800034,34.4599991,-87.4800034
262,201104272052,0.000000000000000,HUN,T,TORNADO,Hatton,Lawrence,emergency mngr,mt hope to hatton. numerous houses are gone.,-87.409999999999997,34.560000000000002,-87.4100037,34.5600014,-87.4100037
263,201104272053,0.000000000000000,HUN,T,TORNADO,Hatton,Lawrence,trained spotter,one half mile wide tornado along hwy 157 and hwy 101 near hatton.,-87.409999999999997,34.560000000000002,-87.4100037,34.5600014,-87.4100037
264,201104272055,0.000000000000000,HUN,T,TORNADO,Moulton,Lawrence,amateur radio,tornado on groun north of moulton at 102 and cr41.,-87.290000000000006,34.479999999999997,-87.2900009,34.4799995,-87.2900009
265,201104272057,0.000000000000000,OHX,T,TORNADO,8 S Lawrenceburg,Lawrence,law enforcement,law enforecement confirms tornado glendale road and hwy 98 s of leoma.,-87.340000000000003,35.130000000000003,-87.3399963,35.1300011,-87.3399963
266,201104272105,0.000000000000000,BMX,T,TORNADO,Lubbub,Pickens,law enforcement,law enforcement reports tornado on the ground in pickens county moving toward brownville community.,-87.870000000000005,33.430000000000000,-87.8700027,33.4300003,-87.8700027
267,201104272107,0.000000000000000,HUN,T,TORNADO,Hulaco,Morgan,emergency mngr,tornado on ground hulaco rd.,-86.599999999999994,34.310000000000002,-86.5999985,34.3100014,-86.5999985
268,201104272110,0.000000000000000,PAH,T,TORNADO,2 W Chaffee,Scott,trained spotter, ,-89.700000000000003,37.180000000000000,-89.6999969,37.1800003,-89.6999969
269,201104272111,0.000000000000000,HUN,T,TORNADO,4 Wnw Arab,Marshall,emergency mngr,tree fell on car with entrapment. injuries unknown.,-86.560000000000002,34.329999999999998,-86.5599976,34.3300018,-86.5599976
270,201104272115,0.000000000000000,HUN,T,TORNADO,1 Se Ider,Dekalb,emergency mngr,county road 155 and 814. multiple houses damaged with injuries.,-85.650000000000006,34.689999999999998,-85.6500015,34.6899986,-85.6500015
271,201104272116,0.000000000000000,HUN,T,TORNADO,4 W Trinity,Lawrence,emergency mngr,tornado reported on ground in morgan county moving into sourthern limeston county.,-87.150000000000006,34.609999999999999,-87.1500015,34.6100006,-87.1500015
272,201104272120,0.000000000000000,BMX,T,TORNADO,1 E Moores Bridge,Tuscaloosa,emergency mngr,damage in the old moores bridge area.,-87.780000000000001,33.450000000000003,-87.7799988,33.4500008,-87.7799988
273,201104272120,0.000000000000000,BMX,T,TORNADO,N Geiger,Sumter,fire dept/rescue,damage path reported just north of geiger. emergency responders enroute.,-88.310000000000002,32.869999999999997,-88.3099976,32.8699989,-88.3099976
274,201104272126,0.000000000000000,HUN,T,TORNADO,Huntsville,Madison,amateur radio,tornado on ground lilly flag and south memorial parkway.,-86.590000000000003,34.729999999999997,-86.5899963,34.7299995,-86.5899963
275,201104272127,0.000000000000000,BMX,T,TORNADO,1 N Berry,Fayette,emergency mngr,debris falling from sky.,-87.609999999999999,33.680000000000000,-87.6100006,33.6800003,-87.6100006
276,201104272127,3.000000000000000,JAN,T,TORNADO,4 S Polkville,Smith,nws storm survey,tornado rated ef3 with maximum wind speed of 130 mph...path length of 8.2 miles and path width of one quarter mile moving from 3.6 miles south o,-89.689999999999998,32.130000000000003,-89.6900024,32.1300011,-89.6900024
277,201104272128,0.000000000000000,JAN,T,TORNADO,6 Ene Scooba,Kemper,airplane pilot,extensive damage on sunflower and binnsville roads,-88.390000000000001,32.869999999999997,-88.3899994,32.8699989,-88.3899994
278,201104272131,0.000000000000000,HUN,T,TORNADO,Huntsville,Madison,emergency mngr,tornado on ground. hwy 72 and mooresville road. path 22 yards wide.,-86.590000000000003,34.729999999999997,-86.5899963,34.7299995,-86.5899963
279,201104272133,0.000000000000000,BMX,T,TORNADO,3 Nw Clinton,Greene,trained spotter,spotter reports tornado on the ground near the community of west greene.,-88.030000000000001,32.939999999999998,-88.0299988,32.9399986,-88.0299988
280,201104272133,0.000000000000000,JAN,T,TORNADO,4 Wnw Burns,Smith,emergency mngr,em reports tornado on the ground at intersection of state hwy 481 and county road 503...debris ball on radar in same location,-89.609999999999999,32.170000000000002,-89.6100006,32.1699982,-89.6100006
281,201104272133,0.000000000000000,HUN,T,TORNADO,Harvest,Madison,trained spotter,tornado on ground at nick davis and interstate 65.,-86.750000000000000,34.859999999999999,-86.7500000,34.8600006,-86.7500000
282,201104272135,3.000000000000000,FFC,T,TORNADO,5 Sw Trenton,Dade,nws storm survey,*** 2 fatal *** nws survey team have determined that an ef3 tornado moved into georgia from alabama northwest of stewart town with winds of 150,-85.569999999999993,34.820000000000000,-85.5699997,34.8199997,-85.5699997
283,201104272139,0.000000000000000,HUN,T,TORNADO,Athens,Limestone,emergency mngr,wedge tornado on ground north of capshaw in limestone county.,-86.969999999999999,34.799999999999997,-86.9700012,34.7999992,-86.9700012
284,201104272140,0.000000000000000,JAN,T,TORNADO,5 Nne Burns,Smith,emergency mngr,fire depts reports touchdown near lorena community,-89.519999999999996,32.200000000000003,-89.5199966,32.2000008,-89.5199966
285,201104272140,0.000000000000000,FFC,T,TORNADO,Trenton,Dade,emergency mngr,dade county emergency manager reports that trenton has taken a hit from a tornado. several injuries have been reported to dade county 911 and tr,-85.510000000000005,34.869999999999997,-85.5100021,34.8699989,-85.5100021
286,201104272142,0.000000000000000,HUN,T,TORNADO,2 Se Harvest,Madison,trained spotter,on ground near sparkman high school.,-86.719999999999999,34.829999999999998,-86.7200012,34.8300018,-86.7200012
287,201104272142,0.000000000000000,MRX,T,TORNADO,Mount Vernon,Monroe,emergency mngr,*** 1 inj *** possible tornado. injury occurred on gamble gap road. in mount vernon area...7 houses destroyed...23 with major damage...50 with m,-84.359999999999999,35.409999999999997,-84.3600006,35.4099998,-84.3600006
288,201104272144,0.000000000000000,HUN,T,TORNADO,4 N Meridianville,Madison,law enforcement,homes damaged,-86.569999999999993,34.899999999999999,-86.5699997,34.9000015,-86.5699997
289,201104272145,0.000000000000000,HUN,T,TORNADO,2 Ese Harvest,Madison,emergency mngr,hwy 53 and jeff road tornado on ground. gas station leveled. piggly wiggly grocery store damaged. people trapped.,-86.709999999999994,34.850000000000001,-86.7099991,34.8499985,-86.7099991
290,201104272147,0.000000000000000,HUN,T,TORNADO,Fyffe,Dekalb,emergency mngr,tornado on the ground at fyffe and sherwood,-85.900000000000006,34.450000000000003,-85.9000015,34.4500008,-85.9000015
291,201104272148,0.000000000000000,HUN,T,TORNADO,1 Sse Higdon,Dekalb,emergency mngr,significan structural damage at 6247 and county road 155 in cartersville.,-85.609999999999999,34.829999999999998,-85.6100006,34.8300018,-85.6100006
292,201104272153,0.000000000000000,FFC,T,TORNADO,4 S Lookout Mountain,Walker,amateur radio,"amateur radio relayed reports of 20 damaged houses, including one completely destroyed house, in the eagle landing area near flintstone. walker",-85.349999999999994,34.920000000000002,-85.3499985,34.9199982,-85.3499985
293,201104272153,3.000000000000000,FFC,T,TORNADO,4 S Lookout Mountain,Walker,nws storm survey,nws survey team determined this tornado was a continuance of the tornado which moved through trenton. this tornado was an ef3...18 miles long an,-85.349999999999994,34.920000000000002,-85.3499985,34.9199982,-85.3499985
294,201104272154,0.000000000000000,HUN,T,TORNADO,4 N Meridianville,Madison,emergency mngr,tornado on ground hwy 231 and walker lane.,-86.569999999999993,34.899999999999999,-86.5699997,34.9000015,-86.5699997
295,201104272200,0.000000000000000,FFC,T,TORNADO,4 S Lookout Mountain,Walker,amateur radio,"amateur radio relayed reports of 20 damaged houses, including one completely destroyed house, in the eagle landing area near flintstone. walker",-85.349999999999994,34.920000000000002,-85.3499985,34.9199982,-85.3499985
296,201104272206,0.000000000000000,HUN,T,TORNADO,Madison,Madison,trained spotter,tornado on ground at u.s. highway 72 and slaughter road.,-86.750000000000000,34.700000000000003,-86.7500000,34.7000008,-86.7500000
297,201104272207,0.000000000000000,BMX,T,TORNADO,Dora,Walker,trained spotter,tornado on the ground in dora.,-87.079999999999998,33.729999999999997,-87.0800018,33.7299995,-87.0800018
298,201104272208,3.000000000000000,JAN,T,TORNADO,2 S Newton,Newton,nws storm survey,tornado rated ef3 with maximum winds 145 mph...path length 11 miles path width 0.25 mile..moving from 2 south of newton to 2 north of hickory...,-89.159999999999997,32.289999999999999,-89.1600037,32.2900009,-89.1600037
299,201104272209,0.000000000000000,BMX,T,TORNADO,Tuscaloosa,Tuscaloosa,amateur radio,tornado on the ground along hwy 82 near the mcfarland mall.,-87.540000000000006,33.240000000000002,-87.5400009,33.2400017,-87.5400009
300,201104272210,2.000000000000000,MEG,T,TORNADO,3 Sw Pickwick Landing S,Hardin,nws storm survey,*** 2 inj *** hardware store destroyed in counce. number of homes damaged. ef-2 tornado with estimated winds of 125 mph. path length 3.85 miles.,-88.269999999999996,35.020000000000003,-88.2699966,35.0200005,-88.2699966
301,201104272212,0.000000000000000,JAN,T,TORNADO,Newton,Newton,broadcast media,wtok reports viewing a large tornado on their skycam entering newton,-89.159999999999997,32.320000000000000,-89.1600037,32.3199997,-89.1600037
302,201104272212,0.000000000000000,BMX,T,TORNADO,Smoke Rise,Blount,amateur radio,tornado reported on the ground near exit 284 on i-65 at philadelphia road.,-86.819999999999993,33.890000000000001,-86.8199997,33.8899994,-86.8199997
303,201104272214,0.000000000000000,LWX,T,TORNADO,2 W Triangle,Prince William,awos,reported by quantico observer 1 to 2 miles west of quantico.,-77.349999999999994,38.549999999999997,-77.3499985,38.5499992,-77.3499985
304,201104272215,0.000000000000000,HUN,T,TORNADO,2 Sse Huntland,Franklin,law enforcement,tornado on ground on francisco road.,-86.250000000000000,35.030000000000001,-86.2500000,35.0299988,-86.2500000
305,201104272216,0.000000000000000,MRX,T,TORNADO,6 Se Chattanooga,Hamilton,nws storm survey,ef1. max wind of 90 mph. near east ridge.,-85.180000000000007,35.000000000000000,-85.1800003,35.0000000,-85.1800003
306,201104272218,0.000000000000000,JAN,T,TORNADO,2 Wnw Hickory,Newton,trained spotter,several houses damaged...roofs torn off...significant tree damage with trees uprooted and snapped,-89.049999999999997,32.329999999999998,-89.0500031,32.3300018,-89.0500031
307,201104272220,0.000000000000000,JAN,T,TORNADO,2 Nw Hickory,Newton,emergency mngr,tornado crossed interstate 20 near hickory exit. trailer destroyed and debris falling from sky.,-89.040000000000006,32.340000000000003,-89.0400009,32.3400002,-89.0400009
308,201104272220,0.000000000000000,MEG,T,TORNADO,2 Sw Pickwick Dam,Hardin,trained spotter,tornado destroyed hardware store on hwy 57...trucked flipped over. spotter saw funnel cloud...then storm moved over counce...tennessee...and bec,-88.280000000000001,35.030000000000001,-88.2799988,35.0299988,-88.2799988
309,201104272230,0.000000000000000,MRX,T,TORNADO,Cleveland,Bradley,nws storm survey,ef1. path length of 2.5 miles. path width of 250 yards. max wind of 100 mph.,-84.870000000000005,35.180000000000000,-84.8700027,35.1800003,-84.8700027
310,201104272230,3.000000000000000,BMX,T,TORNADO,3 Wsw Tishabee,Greene,nws storm survey,"*** 7 fatal, 50 inj *** tornado rated ef-3 with max winds of 145 mph...path length of 71.3 miles. max path width 1 mile. moving from 3 wsw of ti",-88.049999999999997,32.619999999999997,-88.0500031,32.6199989,-88.0500031
311,201104272242,0.000000000000000,JAN,T,TORNADO,1 Ese Raleigh,Smith,nws storm survey,tornado rated ef4 with maximum winds of 175 mph...path length of 65 miles and path width of 0.6 miles...moving from 1 ese raleigh in smith count,-89.510000000000005,32.020000000000003,-89.5100021,32.0200005,-89.5100021
312,201104272242,4.000000000000000,JAN,T,TORNADO,1 Ese Raleigh,Smith,nws storm survey,"*** 6 fatal, 35 inj *** tornado rated ef4 with maximum winds of 175 mph...path length of 65 miles and path width of 0.6 miles...moving from 1 es",-89.510000000000005,32.020000000000003,-89.5100021,32.0200005,-89.5100021
313,201104272244,0.000000000000000,JAN,T,TORNADO,Suqualena,Lauderdale,broadcast media,broadcast media reports a tornado moved near suqualena,-88.829999999999998,32.439999999999998,-88.8300018,32.4399986,-88.8300018
314,201104272245,0.000000000000000,JAN,T,TORNADO,8 Nw Meridian,Lauderdale,nws storm survey,tornado rated ef-0 with maximum winds of 80 mph...path length of 12 miles and path width of 100 yds...moving from 7.5 miles nw of meridian to 9,-88.810000000000002,32.460000000000001,-88.8099976,32.4599991,-88.8099976
315,201104272246,0.000000000000000,BMX,T,TORNADO,Blountsville,Blount,emergency mngr,*** 1 inj *** multiple homes destroyed in blountsville. one injury confirmed at this time.,-86.579999999999998,34.100000000000001,-86.5800018,34.0999985,-86.5800018
316,201104272247,0.000000000000000,HUN,T,TORNADO,3 Sw Hyatt,Marshall,emergency mngr,tornado on ground at nixon chapel,-86.379999999999995,34.200000000000003,-86.3799973,34.2000008,-86.3799973
317,201104272250,0.000000000000000,JAN,T,TORNADO,5 S Pineville,Smith,emergency mngr,tornado reported with extensive tree damage...emergency crews having difficulty getting into the area,-89.390000000000001,32.060000000000002,-89.3899994,32.0600014,-89.3899994
318,201104272256,0.000000000000000,BMX,T,TORNADO,Hueytown,Jefferson,amateur radio,major damage in hueytown...houses leveled.,-87.000000000000000,33.439999999999998,-87.0000000,33.4399986,-87.0000000
319,201104281720,0.000000000000000,ILM,T,TORNADO,Tar Heel,Bladen,emergency mngr,fire department reported a possible tornado between tar heel and dublin.,-78.790000000000006,34.729999999999997,-78.7900009,34.7299995,-78.7900009
320,201104281910,0.000000000000000,MHX,T,TORNADO,8 Se Warsaw,Duplin,emergency mngr,hog farm and trees snapped in a 150 to 200 ft wide path approx 0.5 miles long.,-77.989999999999995,34.920000000000002,-77.9899979,34.9199982,-77.9899979
321,201104281933,0.000000000000000,ILM,T,TORNADO,1 S Evergreen,Columbus,public,possible tornado ripped the bedroom off a house in evergreen.,-78.900000000000006,34.409999999999997,-78.9000015,34.4099998,-78.9000015
322,201104282020,0.000000000000000,ILM,T,TORNADO,Atkinson,Pender,law enforcement,tornado on the ground near boswell rd and caswell rd heading toward hwy 421.,-78.170000000000002,34.530000000000001,-78.1699982,34.5299988,-78.1699982
323,201104282022,0.000000000000000,JAX,T,TORNADO,1 Ssw Boys Estate,Glynn,law enforcement,law enforcement relayed public report of tornado touchdown on interstate 95 at mile post 32. eyewitness later called to verify touchdown and gav,-81.480000000000004,31.309999999999999,-81.4800034,31.3099995,-81.4800034
324,201104282022,0.000000000000000,JAX,T,TORNADO,5 Wnw Brunswick,Glynn,law enforcement,law enforcement relayed public report of possible tornado touchdown on interstate 95 at mile post 32.,-81.549999999999997,31.170000000000002,-81.5500031,31.1700001,-81.5500031
325,201104282032,0.000000000000000,ILM,T,TORNADO,6 Sw Penderlea,Pender,public,tornado on the ground on shiloh rd off of hwy 428.,-78.109999999999999,34.600000000000001,-78.1100006,34.5999985,-78.1100006
326,201104282100,0.000000000000000,MHX,T,TORNADO,Plymouth,Washington,public,tree down on garage. time estimated by radar.,-76.750000000000000,35.859999999999999,-76.7500000,35.8600006,-76.7500000
327,201104282113,0.000000000000000,AKQ,T,TORNADO,Sligo,Currituck,emergency mngr,tornado reported on the ground by public,-76.079999999999998,36.450000000000003,-76.0800018,36.4500008,-76.0800018
328,201104282136,0.000000000000000,AKQ,T,TORNADO,Knotts Island,Currituck,public,tornado on ground reported by public,-75.920000000000002,36.509999999999998,-75.9199982,36.5099983,-75.9199982
329,201104272300,0.000000000000000,JAN,T,TORNADO,2 Nw Meridian,Lauderdale,nws employee,trees and powerlines down. broadcast media reports video of large tornado in area.,-88.739999999999995,32.409999999999997,-88.7399979,32.4099998,-88.7399979
330,201104272300,0.000000000000000,AKQ,T,TORNADO,Farmville,Prince Edward,public,spotted near prince edward county schools near route 15 moving ne into cumberland county,-78.400000000000006,37.299999999999997,-78.4000015,37.2999992,-78.4000015
331,201104272300,1.000000000000000,AKQ,T,TORNADO,Farmville,Prince Edward,nws storm survey,nws storm survey determined damage consistent with an ef-1 tornado. tornado track measured at approximately 150 yards wide and 5.5 miles long. a,-78.400000000000006,37.299999999999997,-78.4000015,37.2999992,-78.4000015
332,201104272303,0.000000000000000,JAN,T,TORNADO,5 Nnw Turnerville,Jasper,emergency mngr,tornado moved through area causing significant damage and injuries,-89.239999999999995,32.100000000000001,-89.2399979,32.0999985,-89.2399979
333,201104272303,0.000000000000000,HUN,T,TORNADO,Albertville,Marshall,emergency mngr,tornado on the ground. damage occurring at time of report.,-86.209999999999994,34.259999999999998,-86.2099991,34.2599983,-86.2099991
334,201104272309,0.000000000000000,BMX,T,TORNADO,Fultondale,Jefferson,amateur radio,"trees down, roofs off of houses, and powerlines down across i65 and us31.",-86.799999999999997,33.619999999999997,-86.8000031,33.6199989,-86.8000031
335,201104272310,0.000000000000000,BMX,T,TORNADO,S Glen Allen,Fayette,public,tree and structural damage on highway 129 from glen allen to hubbertville near the texaco station.,-87.739999999999995,33.880000000000003,-87.7399979,33.8800011,-87.7399979
336,201104272316,0.000000000000000,LWX,T,TORNADO,1 Ene Camp Springs,Prince Georges,nws employee,nws storm survey. brief touchdown near andrews afb at allentown rd and auth rd. rated ef-0. max wind speeds of 70 mph. max width 100 yds. tracke,-76.900000000000006,38.810000000000002,-76.9000015,38.8100014,-76.9000015
337,201104272320,0.000000000000000,HUN,T,TORNADO,3 Ne Guntersville,Marshall,public,large pieces of debris falling from sky.,-86.260000000000005,34.390000000000001,-86.2600021,34.3899994,-86.2600021
338,201104272321,0.000000000000000,JAN,T,TORNADO,Rose Hill,Jasper,emergency mngr,at least one house destroyed,-89.000000000000000,32.140000000000001,-89.0000000,32.1399994,-89.0000000
339,201104272322,0.000000000000000,LWX,T,TORNADO,1 S Morningside,Prince Georges,trained spotter,large branches and shingles on allentown road. a big road sign blown down near andrews airforce base.,-76.890000000000001,38.820000000000000,-76.8899994,38.8199997,-76.8899994
340,201104272323,3.000000000000000,BMX,T,TORNADO,3 Nne Trussville,Jefferson,nws storm survey,an ef-3 tornado touched down near argo...between deerfoot parkway and advent road...traveling northeast across several counties into ga. the cou,-86.569999999999993,33.680000000000000,-86.5699997,33.6800003,-86.5699997
341,201104272325,0.000000000000000,HUN,T,TORNADO,2 Ese Rainsville,Dekalb,emergency mngr,major structural damage at plainview school.,-85.819999999999993,34.490000000000002,-85.8199997,34.4900017,-85.8199997
342,201104272325,0.000000000000000,AKQ,T,TORNADO,5 Ene Goochland,Goochland,nws storm survey,nws storm survey determined the damage was consistent with an ef1 tornado. tornado track measured at approximately 100 yards wide. the tornado t,-77.810000000000002,37.710000000000001,-77.8099976,37.7099991,-77.8099976
343,201104272327,0.000000000000000,BMX,T,TORNADO,Mulga,Jefferson,amateur radio,damage to houses on al 269.,-86.980000000000004,33.549999999999997,-86.9800034,33.5499992,-86.9800034
344,201104272330,0.000000000000000,MRX,T,TORNADO,8 Ssw Pikeville,Bledsoe,emergency mngr,"*** 4 fatal, 10 inj *** ef3.path length of 9 miles. path width of one quarter mile. max wind of 140 mph. began near pitts gap road with path of",-85.250000000000000,35.500000000000000,-85.2500000,35.5000000,-85.2500000
345,201104272333,0.000000000000000,AKQ,T,TORNADO,8 E Oilville,Goochland,trained spotter,tornado reported on the ground vicinty i64 and 295,-77.640000000000001,37.700000000000003,-77.6399994,37.7000008,-77.6399994
346,201104272336,0.000000000000000,JAN,T,TORNADO,Enterprise,Clarke,nws employee,houses with significant damage in enterprise.,-88.810000000000002,32.170000000000002,-88.8099976,32.1699982,-88.8099976
347,201104272337,0.000000000000000,IND,T,TORNADO,2 W Plainfield,Hendricks,trained spotter,report of damage to an awning on a horse trailer,-86.430000000000007,39.700000000000003,-86.4300003,39.7000008,-86.4300003
348,201104272345,0.000000000000000,JAN,T,TORNADO,4 Wsw Sable,Clarke,nws employee,trees down across roads hwy 514 and county road 350...public reports a large tornado on the ground,-88.750000000000000,32.170000000000002,-88.7500000,32.1699982,-88.7500000
349,201104272348,0.000000000000000,HUN,T,TORNADO,West Point,Cullman,emergency mngr,trailer park hit. injuries but number unknown.,-86.959999999999994,34.240000000000002,-86.9599991,34.2400017,-86.9599991
350,201104272350,0.000000000000000,JAN,T,TORNADO,4 Wnw Middleton,Clarke,amateur radio,ham radio spotters and law enforcement reports large tornado crossing us highway 45 at state highway 514,-88.680000000000007,32.170000000000002,-88.6800003,32.1699982,-88.6800003
351,201104272350,0.000000000000000,MRX,T,TORNADO,8 Ssw Pikeville,Bledsoe,emergency mngr,"*** 4 fatal, 10 inj *** possible tornado. began near pitts gap road with path of damage continuing northeast toward rhea county. several houses",-85.250000000000000,35.500000000000000,-85.2500000,35.5000000,-85.2500000
352,201104272350,0.000000000000000,BMX,T,TORNADO,E Ashville,St. Clair,public,multiple homes and/or structures damaged or destroyed in the shoal creek valley area.,-86.260000000000005,33.829999999999998,-86.2600021,33.8300018,-86.2600021
353,201104272350,1.000000000000000,BMX,T,TORNADO,2 Wsw Wateroak,Hale,nws storm survey,an ef-1 tornado touched down 2 miles southwest of wateroak in hale county and proceeded northeast into the talladega national forest ending in s,-87.480000000000004,32.850000000000001,-87.4800034,32.8499985,-87.4800034
354,201104272350,1.000000000000000,FFC,T,TORNADO,Rising Fawn,Dade,nws storm survey,nws storm survey determined an ef1 tornado tracked across dade county from near fox mountain to rising fawn. path length was 3 miles and width w,-85.530000000000001,34.759999999999998,-85.5299988,34.7599983,-85.5299988
355,201104272359,0.000000000000000,AKQ,T,TORNADO,3 Ese Ferncliff,Louisa,law enforcement,near shannon hill road,-78.060000000000002,37.920000000000002,-78.0599976,37.9199982,-78.0599976
